index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
2736	2736	2736	crowd:downward_monotone					Tom doesn't like jazz.	Tom doesn't like old jazz songs.						entailment
2737	2737	2737	crowd:downward_monotone					Tom doesn't like old jazz songs.	Tom doesn't like jazz.						neutral
2738	2738	2738	crowd:downward_monotone					Tom doesn't like jazz.	Tom doesn't like jazz rock.						entailment
2739	2739	2739	crowd:downward_monotone					Tom doesn't like jazz rock.	Tom doesn't like jazz.						neutral
2740	2740	2740	crowd:downward_monotone					I don't have a cell phone.	I don't have a bad cell phone.						entailment
2741	2741	2741	crowd:downward_monotone					I don't have a bad cell phone.	I don't have a cell phone.						neutral
2742	2742	2742	crowd:downward_monotone:lexical_knowledge					I don't have a cell phone.	I don't have a mobile phone.						entailment
2743	2743	2743	crowd:downward_monotone					You don't speak English.	You don't speak fluent English.						entailment
2744	2744	2744	crowd:downward_monotone					You don't speak fluent English.	You don't speak English.						neutral
2745	2745	2745	crowd:downward_monotone:conjunction					You don't speak English.	You don't speak English and Japanese.						neutral
2746	2746	2746	crowd:downward_monotone:conjunction					You don't speak English and Japanese.	You don't speak English.						entailment
2747	2747	2747	crowd:downward_monotone					You don't speak English.	You don't speak proper English.						entailment
2748	2748	2748	crowd:downward_monotone					You don't speak proper English.	You don't speak English.						neutral
2749	2749	2749	crowd:downward_monotone					Tom doesn't have a credit card.	Tom doesn't have a credit card in U.S.						entailment
2750	2750	2750	crowd:downward_monotone					Tom doesn't have a credit card in U.S.	Tom doesn't have a credit card.						neutral
2751	2751	2751	crowd:downward_monotone:npi					I don't speak swedish.	I don't speak swedish at all.						entailment
2752	2752	2752	crowd:downward_monotone					I don't know a lot of jokes.	I don't know a lot of long jokes.						entailment
2753	2753	2753	crowd:downward_monotone					I don't know a lot of long jokes.	I don't know a lot of jokes.						neutral
2754	2754	2754	crowd:downward_monotone					I don't know a lot of jokes.	I don't know a lot of interesting jokes.						entailment
2755	2755	2755	crowd:downward_monotone					I don't know a lot of interesting jokes.	I don't know a lot of jokes.						neutral
2756	2756	2756	crowd:downward_monotone:npi					I can't speak English at all.	I can't speak English in any way.						entailment
2757	2757	2757	crowd:downward_monotone:npi					I can't speak English at all.	I can't speak English by any means.						entailment
2758	2758	2758	crowd:downward_monotone:npi					I can't speak English at all.	I can't speak English at all even if i try.						entailment
2759	2759	2759	crowd:downward_monotone					Every author suffers from writer's block from time to time.	Every famous author suffers from writer's block from time to time.						entailment
2760	2760	2760	crowd:downward_monotone					Every famous author suffers from writer's block from time to time.	Every author suffers from writer's block from time to time.						neutral
2761	2761	2761	crowd:downward_monotone					Every author suffers from writer's block from time to time.	Every well known author suffers from writer's block from time to time.						entailment
2762	2762	2762	crowd:downward_monotone					Every well known author suffers from writer's block from time to time.	Every author suffers from writer's block from time to time.						neutral
2763	2763	2763	crowd:downward_monotone:npi					Tom doesn't live in Boston anymore.	Tom doesn't live in the suburbs of Boston anymore.						entailment
2764	2764	2764	crowd:downward_monotone:npi					Tom doesn't live in the suburbs of Boston anymore.	Tom doesn't live in Boston anymore.						neutral
2765	2765	2765	crowd:downward_monotone					Every ship needs an anchor.	Every ship being in port needs an anchor.						entailment
2766	2766	2766	crowd:downward_monotone					Every ship being in port needs an anchor.	Every ship needs an anchor.						neutral
2767	2767	2767	crowd:downward_monotone					Every ship needs an anchor.	Every big ship needs an anchor.						entailment
2768	2768	2768	crowd:downward_monotone					Every big ship needs an anchor.	Every ship needs an anchor.						neutral
2769	2769	2769	crowd:downward_monotone					Every ship needs an anchor.	Every tall ship needs an anchor.						entailment
2770	2770	2770	crowd:downward_monotone					Every tall ship needs an anchor.	Every ship needs an anchor.						neutral
2771	2771	2771	crowd:downward_monotone:npi					I can't swim at all.	I can't swim in the sea at all.						entailment
2772	2772	2772	crowd:downward_monotone:npi					I can't swim in the sea at all.	I can't swim at all.						neutral
2773	2773	2773	crowd:downward_monotone:npi					I can't swim at all.	I can't swim at all at tomorrow's meetings.						entailment
2774	2774	2774	crowd:downward_monotone:npi					I can't swim at all at tomorrow's meetings.	I can't swim at all.						neutral
2775	2775	2775	crowd:downward_monotone					George weighs not less than 70 kilograms.	George weighs not under 70 kilograms.						entailment
2776	2776	2776	crowd:downward_monotone					George weighs not less than 70 kilograms.	George weighs not smaller than 70 kilograms.						entailment
2777	2777	2777	crowd:downward_monotone					You can not tame a wolf.	You can not tame a wild wolf.						entailment
2778	2778	2778	crowd:downward_monotone					You can not tame a wild wolf.	You can not tame a wolf.						neutral
2779	2779	2779	crowd:downward_monotone:lexical_knowledge					She is not a good sailor.	She is not a good mariner.						entailment
2780	2780	2780	crowd:downward_monotone:lexical_knowledge					She is not a good sailor.	She is not a good seafarer.						entailment
2781	2781	2781	crowd:downward_monotone:npi					I don't drink coffee at all.	I don't drink coffee with a lot of foam at all in the morning.						entailment
2782	2782	2782	crowd:downward_monotone:npi					I don't drink coffee with a lot of foam at all.	I don't drink coffee at all in the morning.						neutral
2783	2783	2783	crowd:downward_monotone:npi					I don't drink coffee at all.	I don't drink coffee at all at night.						entailment
2784	2784	2784	crowd:downward_monotone:npi					I don't drink coffee at all at night.	I don't drink coffee at all.						neutral
2785	2785	2785	crowd:downward_monotone:npi					I'm not nervous at all.	I'm not seriously nervous at all.						entailment
2786	2786	2786	crowd:downward_monotone:npi					I'm not nervous at all.	I'm not nervous for the party at all.						entailment
2787	2787	2787	crowd:downward_monotone:npi					I'm not nervous for the party at all.	I'm not nervous at all.						neutral
2788	2788	2788	crowd:downward_monotone					I don't have a bicycle.	I don't have a racing bicycle.						entailment
2789	2789	2789	crowd:downward_monotone					I don't have a racing bicycle.	I don't have a bicycle.						neutral
2790	2790	2790	crowd:downward_monotone:npi					I'm not tired at all.	I'm not tired at any rate.						entailment
2791	2791	2791	crowd:downward_monotone:npi					I'm not tired at all.	I'm not tired anyhow.						entailment
2792	2792	2792	crowd:downward_monotone					Tom wasn't wearing a helmet.	Tom wasn't wearing a protective helmet.						entailment
2793	2793	2793	crowd:downward_monotone					Tom wasn't wearing a protective helmet.	Tom wasn't wearing a helmet.						neutral
2794	2794	2794	crowd:downward_monotone					All boys like to play baseball.	All school boys like to play baseball.						entailment
2795	2795	2795	crowd:downward_monotone					All school boys like to play baseball.	All boys like to play baseball.						neutral
2796	2796	2796	crowd:downward_monotone					I didn't understand that last sentence.	I didn't understand that last half of the sentence.						entailment
2797	2797	2797	crowd:downward_monotone					I didn't understand that last sentence.	I didn't understand that last sentence you wrote.						entailment
2798	2798	2798	crowd:downward_monotone					I didn't understand that last sentence.	I didn't understand that last funny sentence.						entailment
2799	2799	2799	crowd:downward_monotone					The inky night sky had no stars.	The inky night sky had no shining stars.						entailment
2800	2800	2800	crowd:downward_monotone:lexical_knowledge					The inky night sky had no stars.	The inky night sky had no blaze.						entailment
2801	2801	2801	crowd:upward_monotone:reverse:conjunction					No creature can live without air.	No creature can live without air and water.						neutral
