Pair_id	SentenceA	SentenceB	SICK_original_label	corrected_label
5679	A woman is slicing butter	A man is slicing butter	AnBBnA	AcBBcA
5681	There is no woman slicing tofu	A woman is slicing tofu	AcBBcA	AcBBcA
5688	The man is not playing the guitar	The man is playing the guitar	AcBBcA	AcBBcA
5689	The man is playing with a skull	The person is playing with a skull	AeBBnA	AeBBnA
5690	There is no man playing with a skull	The man is playing with a skull	AcBBcA	AcBBcA
5697	There is no man putting some cheese on a pizza	A man is putting some cheese on a pizza	AcBBcA	AcBBcA
5699	The man is sprinkling cheese on the pizza	There is no man sprinkling cheese on the pizza	AcBBcA	AcBBcA
5705	A man is firing a shotgun	A man is firing a gun	AeBBnA	AeBBnA
5707	A man is shooting a shotgun	A man is shooting a weapon	AeBBnA	AeBBnA
5708	A man is shooting a shotgun	There is no man shooting a shotgun	AcBBcA	AcBBcA
5709	A man is firing a shotgun	A man is shooting a weapon	AeBBnA	AeBBnA
5711	A man is shooting a shotgun	A man is firing a gun	AeBBnA	AeBBnA
5713	A man is shooting a shotgun	A man is firing a shotgun	AeBBeA	AeBBeA
5714	A famous singer is dancing on the ceiling	A great singer is dancing on the ceiling	AeBBnA	AnBBnA
5715	There is no famous singer dancing on the ceiling	A famous singer is dancing on the ceiling	AcBBcA	AcBBcA
5716	A man is dancing on the ceiling	A person is dancing on the ceiling	AeBBnA	AeBBnA
5718	A famous singer is dancing on the ceiling	A person is dancing on the ceiling	AeBBnA	AeBBnA
5724	A cow is eating grass	A cow is not eating grass	AcBBcA	AcBBcA
5726	A cow is not eating hay	A cow is eating hay	AcBBcA	AcBBcA
5727	Hay is being eaten by a cow	A cow is eating grass	AeBBnA	AeBBnA
5728	A cow is eating grass	A cow is not eating hay	AeBBnA	AnBBnA
5729	A cow is eating hay	A cow is grazing	AeBBnA	AeBBnA
5732	A man is having lunch	A man is eating	AeBBnA	AeBBnA
5734	A woman is dancing gracefully	A woman is dancing	AeBBnA	AeBBnA
5741	A baby is playing with a doll	A baby is playing with a toy	AeBBnA	AeBBnA
5742	A baby is not playing with a doll	A baby is playing with a doll	AcBBcA	AcBBcA
5743	A tiger cub is playing with a ball	A baby tiger is playing with a ball	AeBBeA	AeBBeA
5744	A baby tiger is playing with a ball	There is no baby tiger playing with a ball	AcBBcA	AcBBcA
5751	The man is playing a game on the grass	There is no man playing a game on the grass	AcBBcA	AcBBcA
5752	The rhino is grazing on the grass	The animal is grazing on the grass	AeBBnA	AeBBnA
5753	The rhino is grazing on the grass	There is no rhino grazing on the grass	AcBBcA	AcBBcA
5761	A woman is talking to a man	A man is talking to a woman	AeBBnA	AeBBnA
5762	A woman is cracking eggs	A woman is breaking eggs	AeBBeA	AeBBeA
5763	A man is cracking eggs	A woman is cracking eggs	AnBBnA	AcBBcA
5771	A man is riding a bicycle	A man is not riding a bicycle	AcBBcA	AcBBcA
5772	A man is riding an electric bicycle	A person is riding an electric bicycle	AeBBnA	AeBBnA
5773	A man is riding an electric bicycle	There is no man riding an electric bicycle	AcBBcA	AcBBcA
5776	A man is riding an electric bicycle	A bicycle is being ridden by a man	AeBBnA	AeBBnA
5777	A man is riding an electric bicycle	A man is not riding a bicycle	AcBBcA	AcBBcA
5778	A man is riding an electric bicycle	A man is riding a bicycle	AeBBnA	AeBBnA
5779	A cat is jumping into a container	A cat is jumping into a box	AeBBeA	AnBBeA
5782	An old man is talking to a leaf	A young man is talking to a leaf	AnBBnA	AcBBcA
5789	There is no man cutting a fish	A man is cutting a fish	AcBBcA	AcBBcA
5791	A man is slicing a fish	A woman is slicing a fish	AnBBnA	AcBBcA
5796	A man is slicing a fish	A man is cutting a fish	AeBBeA	AeBBnA
5797	A person is frying some food	A person is cooking some food	AeBBnA	AeBBnA
5800	A person is peeling a potato	There is no person peeling a potato	AcBBcA	AcBBcA
5806	A man is rowing a canoe	A man is rowing a boat	AeBBnA	AeBBnA
5807	A man is rowing a boat	A woman is rowing a boat	AnBBnA	AcBBcA
5808	A man is shooting with a gun	A man is shooting with a weapon	AeBBnA	AeBBnA
5815	A woman is cutting a tomato	A woman is slicing a tomato	AeBBeA	AnBBeA
5816	A man is cutting a tomato	A woman is cutting a tomato	AnBBnA	AcBBcA
5818	A woman is dancing near a fire	There is no woman dancing near a fire	AcBBcA	AcBBcA
5825	A girl is playing a guitar	A boy is playing a guitar	AnBBnA	AcBBcA
5834	A man is diving off a cliff	There is no man diving off a cliff	AcBBcA	AcBBcA
5843	The woman is playing the guitar	The man is playing the guitar	AnBBnA	AcBBcA
5844	The man is playing the guitar	The person is playing the guitar	AeBBnA	AeBBnA
5845	There is no man playing the guitar	The man is playing the guitar	AcBBcA	AcBBcA
5847	The man is playing the guitar	There is no man playing the guitar	AcBBcA	AcBBcA
5849	The man is playing the guitar	The woman is playing the guitar	AnBBnA	AcBBcA
5852	A woman is boiling noodles in water	A man is boiling noodles in water	AnBBnA	AcBBcA
5853	Someone is stirring noodles in the water	Someone is stirring food in the water	AeBBnA	AeBBnA
5854	Someone is stirring noodles in the water	Nobody is stirring noodles in the water	AcBBcA	AcBBcA
5855	A woman is boiling noodles in water	Someone is stirring food in the water	AeBBnA	AeBBnA
5860	The women are singing and dancing	The persons are singing and dancing	AeBBnA	AeBBnA
5861	The women are not singing and dancing	The women are singing and dancing	AcBBcA	AcBBcA
5863	Two women are dancing and singing in front of a crowd	Two men are dancing and singing in front of a crowd	AnBBnA	AcBBcA
5864	Two women are dancing and singing in front of many people	The women are singing and dancing	AeBBnA	AeBBnA
5866	Two women are dancing and singing in front of a crowd	The persons are singing and dancing	AeBBnA	AeBBnA
5868	Two women are dancing and singing in front of a crowd	The women are singing and dancing	AeBBnA	AeBBnA
5869	A lemur is biting a person's finger	An animal is biting a person's finger	AeBBnA	AeBBnA
5871	An animal is biting someone's finger	An animal is biting somebody's hand	AeBBnA	AeBBnA,
5875	An animal is biting a person's finger	An animal is biting someone's finger	AeBBeA	AeBBeA
5877	A lemur is biting a person's finger	An animal is biting someone's finger	AeBBnA	AeBBnA
5878	A boy is skateboarding on a half pipe	A man is skateboarding on a half pipe	AnBBnA	AeBBnA
5880	A skateboarder is doing acrobatics on a half pipe	A skateboarder is doing tricks on a half pipe	AeBBnA	AeBBnA
5882	A skateboarder is doing acrobatics on a half pipe	A man is skateboarding on a half pipe	AeBBnA	AnBBnA
5886	A skateboarder is doing tricks on a half pipe	A man is skateboarding on a half pipe	AeBBnA	AnBBnA
5887	A big dog is running on the ground	A dog is running on the ground	AeBBnA	AeBBnA
5889	The girl is tapping her fingernails	A girl is tapping her fingernails	AeBBeA	AeBBeA
5898	A man and a woman are driving down the street in a jeep	Two persons are driving down the street in a jeep	AeBBnA	AeBBnA
5899	A man and a woman are driving down the street in a jeep	A man and a woman are not driving down the street in a jeep	AcBBcA	AcBBcA
5902	A man and a woman are driving down the street in a jeep	A man and a woman are driving down the road in a car	AeBBnA	AeBBnA
5906	There is no woman pouring ingredients into a bowl	A woman is pouring ingredients into a bowl	AcBBcA	AcBBcA
5908	The woman is not seasoning the oil	The woman is seasoning the oil	AcBBcA	AcBBcA
5917	There is no woman slicing potatoes	A woman is slicing potatoes	AcBBcA	AcBBcA
5924	The man is not doing exercises	The man is doing exercises	AcBBcA	AcBBcA
5925	Two men are boxing	Two men are fighting	AeBBnA	AeBBnA
5934	Someone is pouring ingredients into a pot	Someone is adding ingredients to a pot	AeBBnA	AeBBnA
5935	Nobody is pouring ingredients into a pot	Someone is pouring ingredients into a pot	AcBBcA	AcBBcA
5936	A man is putting vegetables into a pot	Someone is adding ingredients to a pot	AeBBnA	AnBBnA
5938	Vegetables are being put into a pot by a man	Someone is pouring ingredients into a pot	AeBBnA	AnBBnA
5940	A man is putting vegetables into a pot	Someone is pouring ingredients into a pot	AeBBnA	AnBBnA
5942	The man is standing on a rocky mountain and gray clouds are in the background	The man is not standing on a rocky mountain and gray clouds are not in the background	AcBBcA	AcBBcA
5952	The dog is catching a ball	A dog is catching a ball	AeBBeA	AeBBeA
5953	A dog is catching a ball	There is no dog catching a ball	AcBBcA	AcBBcA
5954	A dog is furiously chasing a ball through dirt	A dog is chasing a ball through dirt	AeBBnA	AeBBnA
5960	A dog is chasing a ball through dirt	A dog is catching a ball	AeBBnA	AnBBnA
5965	A blond child is holding a yellow bottle	There is no blond child holding a yellow bottle	AcBBcA	AcBBcA
5972	A man in a hat is pacing through a store	A man in a hat is walking through a store	AeBBnA	AeBBnA
5976	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket	AcBBcA	AcBBcA
5977	The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket	A man in a hat is walking through a store	AeBBnA	AnBBnA
5985	A white bird is landing swiftly in the water	The white bird is landing swiftly in the water	AeBBeA	AeBBeA
5994	A brown dog is calmly standing in the water	A brown dog is standing in the water	AeBBnA	AeBBnA
5995	There is no brown dog standing in the water	A brown dog is standing in the water	AcBBcA	AcBBcA
6004	A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign	There is no young girl in a blue shirt walking on the sidewalk and holding up a pink sign	AcBBcA	AcBBcA
6007	The girl is carrying a sign and a group of people is following her	The girl is not carrying a sign and no group of people is following her	AcBBcA	AcBBcA
6026	A small dog is chasing a large brown cow	There is no small dog chasing a large brown cow	AcBBcA	AcBBcA
6034	The small child is walking through the water and is being guided by another person	The small child is wading through the water and is being guided by another person	AeBBeA	AnBBeA
6035	The small child is wading through the water and is being guided by another person	The small child is not wading through the water and is not being guided by another person	AcBBcA	AcBBcA
6036	A young child is splashing in the water	The young child is splashing in the water	AeBBeA	AeBBeA
6037	A young child is splashing in the water	There is no young child splashing in the water	AcBBcA	AcBBcA
6054	The little dog is grabbing the bedroom slipper with its mouth funnily	The little dog is grabbing the bedroom slipper with its mouth	AeBBnA	AeBBnA
6057	A brown dog is staring attentively at a brown and white dog	There is no brown dog staring attentively at a brown and white dog	AcBBcA	AcBBcA
6064	The man is performing a large jump	The man is not performing a large jump	AcBBcA	AcBBcA
6074	A woman in jeans is sitting on the saddle of a horse	The woman in jeans is sitting on the saddle of a horse	AeBBeA	AeBBeA
6076	A person wearing jeans is sitting happily on the top of a horse saddle	A person wearing jeans is sitting on top of a horse saddle	AeBBnA	AeBBnA
6077	A person wearing jeans is sitting on top of a horse saddle	There is no person wearing jeans sitting on top of a horse saddle	AcBBcA	AcBBcA
6080	The woman in jeans is sitting on the saddle of a horse	A person wearing jeans is sitting on top of a horse saddle	AeBBnA	AeBBnA
6082	A woman in jeans is sitting on the saddle of a horse	A person wearing jeans is sitting on top of a horse saddle	AeBBnA	AeBBnA
6083	The brown dog and the red dog are frolicking on the beach	A brown dog and a red dog are frolicking on the beach	AeBBeA	AeBBeA
6086	The brown dogs are playfully fighting on the sandy beach	The brown dogs are not playfully fighting on the sandy beach	AcBBcA	AcBBcA
6092	The man is standing steadily next to a birdcage	The man is standing next to a bird cage	AeBBnA	AeBBnA
6095	There is no man standing beside a large and colorful birdcage	A man is standing beside a large and colorful birdcage	AcBBcA	AcBBcA
6096	A man is standing beside a birdcage which is large and colorful	The man is standing next to a bird cage	AeBBnA	AeBBnA
6100	A man is standing beside a large and colorful birdcage	The man is standing next to a bird cage	AeBBnA	AeBBnA
6101	One brown and black dog is running through the leaves	A brown and black dog is running through the leaves	AeBBeA	AeBBeA
6104	A dog in a colored coat is running swiftly across the yard	A dog in a colored coat is running across the yard	AeBBnA	AeBBnA
6105	There is no dog in a colored coat running across the yard	A dog in a colored coat is running across the yard	AcBBcA	AcBBcA
6118	A brown and white dog is holding a baseball in its mouth	A baseball is being held in its mouth by a black and white dog	AeBBnA	AeBBnA
6123	A boy wearing red shorts is jumping into a paddling pool	A kid wearing red shorts is jumping into a paddling pool	AeBBnA	AeBBnA
6124	A boy wearing red shorts is jumping into a paddling pool	There is no boy wearing red shorts jumping into a paddling pool	AcBBcA	AcBBcA
6132	A group of dogs are racing furiously and have muzzles on the noses	A group of dogs are racing and have muzzles on their noses	AeBBnA	AeBBnA
6136	A group of racing dogs is wearing striped uniforms and is running down a track	There is no group of racing dogs wearing striped uniforms and running down a track	AcBBcA	AcBBcA
6147	Two people are standing in the ocean and looking at the sunset	Two people are wading through the water	AeBBnA	AnBBnA
6152	A race car driver is standing up and is fiercely pointing his hand at the sky	A race car driver is standing up and pointing his hand at the sky	AeBBnA	AeBBnA
6154	The person in the blue jacket is wearing a colorful helmet	A person in a blue jacket is wearing a colorful helmet	AeBBeA	AeBBeA
6163	The boy and the girl are cheerfully playing and wearing arm floats	The boy and the girl are playing and wearing arm floats	AeBBnA	AeBBnA
6164	The boy and the girl are playing and wearing arm floats	The boy and the girl are not playing and wearing arm floats	AcBBcA	AcBBcA
6171	A woman in a yellow shirt is surfing on a pink surfboard	There is no woman in a yellow shirt surfing on a pink surfboard	AcBBcA	AcBBcA
6179	A woman in a yellow dyed shirt is surfing on a pink surfboard	A surfer is riding the wave	AeBBnA	AeBBnA
6183	Four people are sitting on a low cement ledge	Some people are sitting on a low cement ledge	AeBBnA	AeBBnA
6184	Four people are standing on a low cement ledge	Four people are sitting on a low cement ledge	AnBBnA	AcBBcA
6192	Two girls are laughing breathlessly and other girls are watching them	Two girls are laughing and other girls are watching them	AeBBnA	AeBBnA
6194	A group of Asian girls are standing together	The group of Asian girls are standing together	AeBBeA	AeBBeA
6205	A cold cyclist is celebrating	There is no cold cyclist celebrating	AcBBcA	AcBBcA
6212	A man is sitting peacefully on a boat in front of the sunset near a flag	A man is sitting on a boat in font of the sunset near a flag	AeBBnA	AeBBnA
6214	A man is on a ship in front of the sunset	A man is on a boat in front of the sunset	AeBBnA	AeBBnA
6215	There is no man on a boat in front of the sunset	A man is on a boat in front of the sunset	AcBBcA	AcBBcA
