	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
2799	silver/p35/d3117	and	conjunction	neutral				The best-known compositions by Franz~Liszt are his nineteen Hungarian Rhapsodies , but he also created beautiful sonatas , symphonies , concerti , Lieder ,	The best-known compositions by Franz~Liszt are his nineteen Hungarian Rhapsodies , but he also created beautiful sonatas , symphonies , concerti , Lieder , and religious compositions .
2800	silver/p35/d3151	and	conjunction	neutral				Do n't let mistakes demoralise you . Put them down to experience and learn from them .	Do n't let mistakes demoralise you . Put them down to experience
2801	silver/p35/d3151	and	conjunction	entailment				Do n't let mistakes demoralise you . Put them down to experience	Do n't let mistakes demoralise you . Put them down to experience and learn from them .
2802	silver/p35/d3192	and	conjunction	entailment				""" It 's war "" , said the Grim Reaper and put his scythe aside to get onto the combine harvester ."	""" It 's war "" , said the Grim Reaper"
2803	silver/p35/d3192	and	conjunction	neutral				""" It 's war "" , said the Grim Reaper"	""" It 's war "" , said the Grim Reaper and put his scythe aside to get onto the combine harvester ."
2804	silver/p35/d3367	and	conjunction	entailment				She wrote him a friendly letter , and thanked him for his help .	She wrote him a friendly letter ,
2805	silver/p35/d3367	and	conjunction	neutral				She wrote him a friendly letter ,	She wrote him a friendly letter , and thanked him for his help .
2806	silver/p36/d0704	and	conjunction	entailment				A band of ranchers under the leadership of Pedro Quintanar , upon hearing that Father Bátiz had been killed , seized the local treasury and declared themselves in rebellion .	A band of ranchers under the leadership of Pedro Quintanar , upon hearing that Father Bátiz had been killed , seized the local treasury
2807	silver/p36/d0704	and	conjunction	neutral				A band of ranchers under the leadership of Pedro Quintanar , upon hearing that Father Bátiz had been killed , seized the local treasury	A band of ranchers under the leadership of Pedro Quintanar , upon hearing that Father Bátiz had been killed , seized the local treasury and declared themselves in rebellion .
2808	silver/p36/d0708	and	conjunction	entailment				Powell 's effort bettered the miraculous gold medal winning jump and previous world record of 8.90 m / 29-2.50 by Bob Beamon at the 1968 Olympics in Mexico~City .	Powell 's effort bettered the miraculous gold medal winning jump
2809	silver/p36/d0708	and	conjunction	neutral				Powell 's effort bettered the miraculous gold medal winning jump	Powell 's effort bettered the miraculous gold medal winning jump and previous world record of 8.90 m / 29-2.50 by Bob Beamon at the 1968 Olympics in Mexico~City .
2810	silver/p36/d0853	and	conjunction	entailment				I 'll come by and pick you up tomorrow morning .	I 'll come by
2811	silver/p36/d0853	and	conjunction	neutral				I 'll come by	I 'll come by and pick you up tomorrow morning .
2812	silver/p36/d1432	and	conjunction	entailment				If it had n't been for Lindbergh 's luck and his knowledge of flying , he could never have succeeded in crossing the Atlantic .	If it had n't been for Lindbergh 's luck
2813	silver/p36/d1432	and	conjunction	neutral				If it had n't been for Lindbergh 's luck	If it had n't been for Lindbergh 's luck and his knowledge of flying , he could never have succeeded in crossing the Atlantic .
2814	silver/p36/d1458	and	conjunction	neutral				Those who know do n't talk , and those who talk do n't know .	Those who know do n't talk ,
2815	silver/p36/d1458	and	conjunction	entailment				Those who know do n't talk ,	Those who know do n't talk , and those who talk do n't know .
2816	silver/p36/d1493	and	conjunction	entailment				Hello , my dear , I made two pictures and I want your opinion on them .	Hello , my dear , I made two pictures
2817	silver/p36/d1493	and	conjunction	neutral				Hello , my dear , I made two pictures	Hello , my dear , I made two pictures and I want your opinion on them .
2818	silver/p36/d1764	and	conjunction	entailment				Let 's go and find Tom .	Let 's go
2819	silver/p36/d1764	and	conjunction	neutral				Let 's go	Let 's go and find Tom .
2820	silver/p36/d1911	and	conjunction	entailment				He sat back and watched us do all the work .	He sat back
2821	silver/p36/d1911	and	conjunction	neutral				He sat back	He sat back and watched us do all the work .
2822	silver/p36/d1954	and	conjunction	entailment				Our teacher showed us different kinds of flowers and told us in passing that those flowers came from her garden .	Our teacher showed us different kinds of flowers
2823	silver/p36/d1954	and	conjunction	neutral				Our teacher showed us different kinds of flowers	Our teacher showed us different kinds of flowers and told us in passing that those flowers came from her garden .
2824	silver/p36/d2013	and	conjunction	entailment				Bob gave Tina almost all the stamps he had collected , and kept only a few for himself .	Bob gave Tina almost all the stamps he had collected ,
2825	silver/p36/d2013	and	conjunction	neutral				Bob gave Tina almost all the stamps he had collected ,	Bob gave Tina almost all the stamps he had collected , and kept only a few for himself .
2826	silver/p36/d2038	and	conjunction	entailment				I 'm sick and tired of hamburgers .	I 'm sick
2827	silver/p36/d2038	and	conjunction	neutral				I 'm sick	I 'm sick and tired of hamburgers .
2828	silver/p36/d2042	and	conjunction	entailment				Tom pulled out an old shoebox from his closet and opened it .	Tom pulled out an old shoebox from his closet
2829	silver/p36/d2042	and	conjunction	neutral				Tom pulled out an old shoebox from his closet	Tom pulled out an old shoebox from his closet and opened it .
2830	silver/p36/d2106	and	conjunction	entailment				Tom fell off the roof and broke three ribs .	Tom fell off the roof
2831	silver/p36/d2106	and	conjunction	neutral				Tom fell off the roof	Tom fell off the roof and broke three ribs .
2832	silver/p36/d2117	and	conjunction	entailment				Tom washed his face and hands .	Tom washed his face
2833	silver/p36/d2117	and	conjunction	neutral				Tom washed his face	Tom washed his face and hands .
2834	silver/p36/d2266	and	conjunction	entailment				"I mainly participated in the working group "" environmental protection and sustainable agriculture "" ."	"I mainly participated in the working group "" environmental protection"
2835	silver/p36/d2266	and	conjunction	neutral				"I mainly participated in the working group "" environmental protection"	"I mainly participated in the working group "" environmental protection and sustainable agriculture "" ."
2836	silver/p36/d2296	and	conjunction	neutral				I said nothing , and that made him angry .	I said nothing ,
2837	silver/p36/d2296	and	conjunction	entailment				I said nothing ,	I said nothing , and that made him angry .
2838	silver/p36/d2374	and	conjunction	entailment				I took advantage of a sale and bought three sweaters .	I took advantage of a sale
2839	silver/p36/d2374	and	conjunction	neutral				I took advantage of a sale	I took advantage of a sale and bought three sweaters .
2840	silver/p36/d2522	and	conjunction	entailment				This machine has a lot of switches and buttons .	This machine has a lot of switches
2841	silver/p36/d2522	and	conjunction	neutral				This machine has a lot of switches	This machine has a lot of switches and buttons .
2842	silver/p36/d2670	and	conjunction	entailment				Both your father and I understand the consequences of your decision .	Both your father
2843	silver/p36/d2670	and	conjunction	neutral				Both your father	Both your father and I understand the consequences of your decision .
2844	silver/p36/d2745	and	conjunction	entailment				I want to go abroad , for instance , to Italy and Spain .	I want to go abroad , for instance , to Italy
2845	silver/p36/d2745	and	conjunction	neutral				I want to go abroad , for instance , to Italy	I want to go abroad , for instance , to Italy and Spain .
2846	silver/p36/d2865	and	conjunction	entailment				Tom crumpled up the paper and threw it in the trashcan .	Tom crumpled up the paper
2847	silver/p36/d2865	and	conjunction	neutral				Tom crumpled up the paper	Tom crumpled up the paper and threw it in the trashcan .
2848	silver/p36/d2901	and	conjunction	entailment				I 'm cold and wet .	I 'm cold
2849	silver/p36/d2901	and	conjunction	neutral				I 'm cold	I 'm cold and wet .
2850	silver/p36/d2925	and	conjunction	entailment				It is now dinner time , and flight attendants begin to serve dinner .	It is now dinner time ,
2851	silver/p36/d2925	and	conjunction	neutral				It is now dinner time ,	It is now dinner time , and flight attendants begin to serve dinner .
2852	silver/p36/d3065	and	conjunction	entailment				I 'm going to go and get my driver 's license .	I 'm going to go
2853	silver/p36/d3065	and	conjunction	neutral				I 'm going to go	I 'm going to go and get my driver 's license .
2854	silver/p36/d3071	and	conjunction	neutral				One thing I learned a long time ago was that anger clouds the mind . I 've seen a lot of people I know personally transform into irrational beasts when angry , and this rant of yours is no exception . Try to keep calm .	One thing I learned a long time ago was that anger clouds the mind . I 've seen a lot of people I know personally transform into irrational beasts when angry ,
